Title,Date
"Suave Patria","25/4/15"
"Amor a primera visa","25/4/15"
"El cartel: Temporada 1: Episodio 9","25/4/15"
"El cartel: Temporada 1: Episodio 8","25/4/15"
"El cartel: Temporada 1: Episodio 7","24/4/15"
"El cartel: Temporada 1: Episodio 6","24/4/15"
"El cartel: Temporada 1: Episodio 5","24/4/15"
"El cartel: Temporada 1: Episodio 4","24/4/15"
"El cartel: Temporada 1: Episodio 3","24/4/15"
"El cartel: Temporada 1: Episodio 2","23/4/15"
"El cartel: Temporada 1: Episodio 1","23/4/15"
"El señor de los Cielos: Temporada 2: Chema Venegas","22/4/15"
"El señor de los Cielos: Temporada 2: Engaño","22/4/15"
"El señor de los Cielos: Temporada 2: Despedida","22/4/15"
"El señor de los Cielos: Temporada 2: Ximena","22/4/15"
"Paddington","22/4/15"
"El señor de los Cielos: Temporada 2: Sicarios","21/4/15"
"El señor de los Cielos: Temporada 2: General Garnica","21/4/15"
"El señor de los Cielos: Temporada 2: Entrega","21/4/15"
"El señor de los Cielos: Temporada 2: Negociación","21/4/15"
"Victorious: Temporada 3: Remate en Wankos","21/4/15"
"El señor de los Cielos: Temporada 2: El Escuadrón de la Muerte","20/4/15"
"El señor de los Cielos: Temporada 2: Apoyo","20/4/15"
"El señor de los Cielos: Temporada 2: Protección","20/4/15"
"El señor de los Cielos: Temporada 2: Inseguridad","20/4/15"
"Street Football: Temporada 1: The Bronx Devils","20/4/15"
"Street Football: Temporada 1: An Impossible Choice","20/4/15"
"El señor de los Cielos: Temporada 2: Manipulación","20/4/15"
"El señor de los Cielos: Temporada 2: Desaparición","20/4/15"
"Street Football: Temporada 1: The Big Selection","20/4/15"
"El señor de los Cielos: Temporada 2: Rutila","20/4/15"
"Street Football: Temporada 1: The Birth of a Dream","20/4/15"
"Street Football: Temporada 1: The Paper Tigers","20/4/15"
"Street Football: Temporada 1: Duel at the Old Port","20/4/15"
"El señor de los Cielos: Temporada 2: Patrón","20/4/15"
"El señor de los Cielos: Temporada 2: Búsqueda","20/4/15"
"Street Football: Temporada 1: The Lion of Africa","19/4/15"
"El señor de los Cielos: Temporada 2: Informante","19/4/15"
"El señor de los Cielos: Temporada 2: Manotas","19/4/15"
"La Dictadura Perfecta","17/4/15"
"Volverte a ver","13/4/15"
"Arrow: Temporada 2: Liga de asesinos","13/4/15"
"Arrow: Temporada 2: Crisol","13/4/15"
"Arrow: Temporada 2: Muñecas rotas","10/4/15"
"Arrow: Temporada 2: Identidad","10/4/15"
"Arrow: Temporada 2: Ciudad de héroes","10/4/15"
"El señor de los Cielos: Temporada 2: Ataque","9/4/15"
"El señor de los Cielos: Temporada 2: Guerra","9/4/15"
"El señor de los Cielos: Temporada 2: Eliminado","9/4/15"
"El señor de los Cielos: Temporada 2: Rodeados","9/4/15"
"El señor de los Cielos: Temporada 2: Enfrentamiento","9/4/15"
"El señor de los Cielos: Temporada 2: Matilde","9/4/15"
"El señor de los Cielos: Temporada 2: Traicionado","9/4/15"
"El señor de los Cielos: Temporada 2: Condena","9/4/15"
"El señor de los Cielos: Temporada 2: Víctima","9/4/15"
"Better Call Saul: Temporada 1: Marco","9/4/15"
"El señor de los Cielos: Temporada 2: Pacto","7/4/15"
"El señor de los Cielos: Temporada 2: Encuestas","7/4/15"
"El señor de los Cielos: Temporada 2: Mónica","7/4/15"
"Better Call Saul: Temporada 1: Pimiento","7/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 17","6/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 16","6/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 15","6/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 14","6/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 13","6/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 12","5/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 11","5/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 10","5/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 9","5/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 8","5/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 7","5/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 6","5/4/15"
"Sam y Cat: Temporada 1: #GwenYRubyRegresan","4/4/15"
"Sam y Cat: Temporada 1: #Competencia de textos","4/4/15"
"Drake y Josh, Feliz Navidad","3/4/15"
"El señor de los Cielos: Temporada 2: Atracción","2/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 5","1/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 4","1/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 3","1/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 2","1/4/15"
"El tiempo entre costuras: Temporada 1: Episodio 1","1/4/15"
"El señor de los Cielos: Temporada 2: Tortura","31/3/15"
"El señor de los Cielos: Temporada 2: Susto","31/3/15"
"El señor de los Cielos: Temporada 2: Fuga","30/3/15"
"El señor de los Cielos: Temporada 2: Seducción","30/3/15"
"El señor de los Cielos: Temporada 2: Confesión","30/3/15"
"El señor de los Cielos: Temporada 2: La Gober","25/3/15"
"El señor de los Cielos: Temporada 2: Asesino","25/3/15"
"Jamas Besada","25/3/15"
"El señor de los Cielos: Temporada 2: Danilo Ferro","24/3/15"
"Frida","24/3/15"
"Better Call Saul: Temporada 1: Rico","24/3/15"
"Better Call Saul: Temporada 1: Bingo","24/3/15"
"Este cuerpo no es mío","24/3/15"
"El señor de los Cielos: Temporada 2: Reclamo","24/3/15"
"Better Call Saul: Temporada 1: Pasado","23/3/15"
"El señor de los Cielos: Temporada 2: Secreto","23/3/15"
"La fuente del amor","22/3/15"
"Better Call Saul: Temporada 1: Pastorcito alpino","22/3/15"
"Arrow: Temporada 1: Sacrificio","22/3/15"
"Arrow: Temporada 1: La oscuridad en el borde de la ciudad","22/3/15"
"El señor de los Cielos: Temporada 2: Emboscada","20/3/15"
"El señor de los Cielos: Temporada 2: Secuestro","20/3/15"
"William & Kate","19/3/15"
"Cyberbully","19/3/15"
"El señor de los Cielos: Temporada 2: Venganza","19/3/15"
"Más allá de los sueños","19/3/15"
"Diana, el secreto de una princesa","18/3/15"
"Arrow: Temporada 1: La empresa","18/3/15"
"El señor de los Cielos: Temporada 2: Perdida","17/3/15"
"El señor de los Cielos: Temporada 2: Impedimento","17/3/15"
"El señor de los Cielos: Temporada 2: Huida","16/3/15"
"Amigos con beneficios","16/3/15"
"Son como niños","16/3/15"
"El señor de los Cielos: Temporada 2: Miedo","16/3/15"
"El señor de los Cielos: Temporada 2: La vieja casa","16/3/15"
"El señor de los Cielos: Temporada 2: Intento de soborno","16/3/15"
"Arrow: Temporada 1: Allanamiento de morada","16/3/15"
"Arrow: Temporada 1: Asuntos pendientes","16/3/15"
"El señor de los Cielos: Temporada 2: Denuncia","16/3/15"
"El señor de los Cielos: Temporada 2: Nuevas oportunidades","16/3/15"
"El señor de los Cielos: Temporada 2: Malos entendidos","16/3/15"
"Arrow: Temporada 1: Salvación","16/3/15"
"Video Games: The Movie","15/3/15"
"Arrow: Temporada 1: El regreso de la cazadora","15/3/15"
"Arrow: Temporada 1: Culpable sin lugar a duda","14/3/15"
"Arrow: Temporada 1: El esquivo","14/3/15"
"Arrow: Temporada 1: La odisea","14/3/15"
"Un show más: Temporada 2: ¿Qué hay jefe?","14/3/15"
"Un show más: Temporada 1: Mordecái y los Rigby","14/3/15"
"Un show más: Temporada 1: El cuerpo de Rigby","14/3/15"
"Arrow: Temporada 1: Traición","13/3/15"
"Arrow: Temporada 1: Vértigo","13/3/15"
"Arrow: Temporada 1: Confía pero verifica","13/3/15"
"Arrow: Temporada 1: Quemado","13/3/15"
"El señor de los Cielos: Temporada 2: Traición","13/3/15"
"Dos Lunas: Temporada 1: Episodio 13","12/3/15"
"Dos Lunas: Temporada 1: Episodio 12","12/3/15"
"El señor de los Cielos: Temporada 2: Unión","12/3/15"
"El señor de los Cielos: Temporada 2: El amor de Lai","12/3/15"
"El señor de los Cielos: Temporada 2: Heriberto","12/3/15"
"Dos Lunas: Temporada 1: Episodio 11","12/3/15"
"Dos Lunas: Temporada 1: Episodio 10","12/3/15"
"Dos Lunas: Temporada 1: Episodio 9","12/3/15"
"Dos Lunas: Temporada 1: Episodio 8","12/3/15"
"Dos Lunas: Temporada 1: Episodio 7","12/3/15"
"Dos Lunas: Temporada 1: Episodio 6","12/3/15"
"Dos Lunas: Temporada 1: Episodio 5","12/3/15"
"Dos Lunas: Temporada 1: Episodio 4","12/3/15"
"El señor de los Cielos: Temporada 2: El fruto del amor","11/3/15"
"El señor de los Cielos: Temporada 2: Determinación","11/3/15"
"Arrow: Temporada 1: Fin de año","11/3/15"
"Arrow: Temporada 1: Vendetta","11/3/15"
"Dos Lunas: Temporada 1: Episodio 3","10/3/15"
"Dos Lunas: Temporada 1: Episodio 2","10/3/15"
"Dos Lunas: Temporada 1: Episodio 1","10/3/15"
"El señor de los Cielos: Temporada 2: Al descubierto","10/3/15"
"El señor de los Cielos: Temporada 2: Libertad","10/3/15"
"Olym-Pinks","9/3/15"
"Pink at First Sight","9/3/15"
"Hideous Kinky","9/3/15"
"Salón de belleza","9/3/15"
"El show de la pantera rosa: Temporada 4: Salón de Juego Rosa / Vida con Plumas / S.W.A.T. Rosa","9/3/15"
"Arrow: Temporada 1: Pistoleros solitarios","9/3/15"
"Arrow: Temporada 1: Musa de fuego","9/3/15"
"Arrow: Temporada 1: Legado","8/3/15"
"Un show más: Temporada 1: Don","8/3/15"
"Un show más: Temporada 1: Parrillada","8/3/15"
"Hora de aventura: Temporada 1: Tree Trunks","8/3/15"
"Hora de aventura: Temporada 1: Prisoners of Love","8/3/15"
"Hora de aventura: Temporada 1: Trouble in Lumpy Space","8/3/15"
"Arrow: Temporada 1: Mercancía estropeada","6/3/15"
"Hora de aventura: Temporada 1: Slumber Party Panic","6/3/15"
"Arrow: Temporada 1: Un hombre inocente","6/3/15"
"Arrow: Temporada 1: Honra a tu padre","6/3/15"
"Arrow: Temporada 1: Piloto","6/3/15"
"El señor de los Cielos: Temporada 2: Amenaza","5/3/15"
"El señor de los Cielos: Temporada 2: Rehén","3/3/15"
"Metastasis: Temporada 1: Episodio 1","3/3/15"
"Better Call Saul: Temporada 1: Héroe","3/3/15"
"Better Call Saul: Temporada 1: Nacho","3/3/15"
"El señor de los Cielos: Temporada 2: La condena","2/3/15"
"El señor de los Cielos: Temporada 2: Confesiones","26/2/15"
"El último regalo","25/2/15"
"El señor de los Cielos: Temporada 2: Muerte inocente","23/2/15"
"El señor de los Cielos: Temporada 2: Celos","23/2/15"
"El señor de los Cielos: Temporada 2: Bombas","23/2/15"
"El señor de los Cielos: Temporada 2: Entrega especial","22/2/15"
"El señor de los Cielos: Temporada 2: Escondite","22/2/15"
"El señor de los Cielos: Temporada 2: Estrategia","22/2/15"
"El señor de los Cielos: Temporada 2: Perdóname mi amor","20/2/15"
"El señor de los Cielos: Temporada 2: Propuestas","20/2/15"
"El señor de los Cielos: Temporada 2: Detención","20/2/15"
"Better Call Saul: Temporada 1: Mijo","20/2/15"
"El señor de los Cielos: Temporada 2: Reencuentro","19/2/15"
"Colgado de Sara","18/2/15"
"Better Call Saul: Temporada 1: Uno","17/2/15"
"Reencuentro","14/2/15"
"Loco por la novia","14/2/15"
"El señor de los Cielos: Temporada 2: Trampa","12/2/15"
"El señor de los Cielos: Temporada 2: Nuevos horizontes","12/2/15"
"El señor de los Cielos: Temporada 2: Escape","12/2/15"
"Cuando la v!da sucede","11/2/15"
"Diva adolescente","8/2/15"
"Un show más: Temporada 3: El oso de la muerte","6/2/15"
"Un show más: Temporada 3: El diario","6/2/15"
"Un show más: Temporada 3: El restaurant de lujo","6/2/15"
"Un show más: Temporada 3: Fuera de servicio","6/2/15"
"El señor de los Cielos: Temporada 2: Rescate y emboscada","6/2/15"
"Odio El Amor","6/2/15"
"El señor de los Cielos: Temporada 1: Vivo o muerto","5/2/15"
"El señor de los Cielos: Temporada 1: Una nueva cara","5/2/15"
"El señor de los Cielos: Temporada 1: Volver a empezar","5/2/15"
"¿Qué le dijiste a Dios?","5/2/15"
"El señor de los Cielos: Temporada 1: Dura balacera","5/2/15"
"El señor de los Cielos: Temporada 1: Furioso y en la mira","5/2/15"
"El señor de los Cielos: Temporada 1: Sin mí te mueres","5/2/15"
"El señor de los Cielos: Temporada 1: Los platos rotos","4/2/15"
"El señor de los Cielos: Temporada 1: Complot","4/2/15"
"El señor de los Cielos: Temporada 1: Secuestrados","4/2/15"
"El señor de los Cielos: Temporada 1: Finalmente juntos","4/2/15"
"Halo 4: Forward Unto Dawn","3/2/15"
"El sobreviviente","3/2/15"
"Dr. House: Temporada 1: House - Pilot","3/2/15"
"Un show más: Temporada 3: Salón trailero de la fama","2/2/15"
"Un show más: Temporada 3: Muscu-instructor","2/2/15"
"Un show más: Temporada 3: Acceso denegado","2/2/15"
"Un show más: Temporada 3: Muerte a las ocho","2/2/15"
"Un show más: Temporada 3: Carro-golf extremo","2/2/15"
"Un show más: Temporada 3: Puños justicieros","2/2/15"
"El señor de los Cielos: Temporada 1: El nombre del padre","29/1/15"
"Cásese quien pueda","25/1/15"
"Best Player","25/1/15"
"El señor de los Cielos: Temporada 1: Camino a la verdad","23/1/15"
"El señor de los Cielos: Temporada 1: La fuga","23/1/15"
"El señor de los Cielos: Temporada 1: La culpa es de ella","23/1/15"
"El señor de los Cielos: Temporada 1: Prisionera en mi casa","23/1/15"
"El señor de los Cielos: Temporada 1: No diga nada","23/1/15"
"Stuart Little, Un Ratón en la Familia","22/1/15"
"Space Jam: El juego del siglo","22/1/15"
"Sólo amigos?","21/1/15"
"Revenge: Temporada 1: Piloto","21/1/15"
"El señor de los Cielos: Temporada 1: La amenaza","20/1/15"
"El señor de los Cielos: Temporada 1: Muerta de los celos","20/1/15"
"El señor de los Cielos: Temporada 1: La boca bien cerrada","19/1/15"
"El señor de los Cielos: Temporada 1: Tras los pasos de Casillas","19/1/15"
"El señor de los Cielos: Temporada 1: Los dueños del mundo","19/1/15"
"El señor de los Cielos: Temporada 1: Encrucijada","19/1/15"
"El señor de los Cielos: Temporada 1: La traición","19/1/15"
"El señor de los Cielos: Temporada 1: Contrarreloj","19/1/15"
"El señor de los Cielos: Temporada 1: Provocadora","19/1/15"
"El señor de los Cielos: Temporada 1: Tiempos de infarto","18/1/15"
"El señor de los Cielos: Temporada 1: Golpe al alma","18/1/15"
"Esposas desesperadas: Temporada 1: Piloto","17/1/15"
"Prison Break: Temporada 1: Piloto","17/1/15"
"El señor de los Cielos: Temporada 1: El regreso","16/1/15"
"El señor de los Cielos: Temporada 1: En busca de Ximena","16/1/15"
"El señor de los Cielos: Temporada 1: Confesión de amor","15/1/15"
"El señor de los Cielos: Temporada 1: Esta vida no es para mí","15/1/15"
"El señor de los Cielos: Temporada 1: No me veas la cara","14/1/15"
"El señor de los Cielos: Temporada 1: Déjame escapar","14/1/15"
"El señor de los Cielos: Temporada 1: Nuevo romance","14/1/15"
"El señor de los Cielos: Temporada 1: Algo está cambiando","13/1/15"
"El señor de los Cielos: Temporada 1: Sumando muertes","13/1/15"
"El señor de los Cielos: Temporada 1: Nexos con el narcotráfico","13/1/15"
"Un show más: Temporada 2: Una canción pegajosa","13/1/15"
"Un show más: Temporada 2: Pero sí tengo el recibo","13/1/15"
"Un show más: Temporada 2: Benson se va","13/1/15"
"Un show más: Temporada 2: Borrando la memoria","13/1/15"
"El señor de los Cielos: Temporada 1: Fuera del camino","13/1/15"
"El señor de los Cielos: Temporada 1: Choque con criminales","13/1/15"
"El señor de los Cielos: Temporada 1: La libreta","12/1/15"
"El señor de los Cielos: Temporada 1: Me las pagarás","12/1/15"
"El señor de los Cielos: Temporada 1: La amante de tu hijo","11/1/15"
"El señor de los Cielos: Temporada 1: El expediente","11/1/15"
"¡Buena suerte, Charlie! ¡Es Navidad!","10/1/15"
"Un show más: Temporada 2: El récord","10/1/15"
"Un show más: Temporada 2: Mi mami","10/1/15"
"La guardería de papá","10/1/15"
"CJ7: Juguete del espacio","10/1/15"
"El señor de los Cielos: Temporada 1: Principales sospechosos","10/1/15"
"El señor de los Cielos: Temporada 1: Cuídate la espalda","10/1/15"
"El señor de los Cielos: Temporada 1: Quién es el infiltrado","9/1/15"
"El señor de los Cielos: Temporada 1: Secuestrada","9/1/15"
"Modern Family: Temporada 4: Lo que la gente juega","8/1/15"
"Modern Family: Temporada 4: Mi héroe","8/1/15"
"Modern Family: Temporada 4: Jornada vocacional","8/1/15"
"Modern Family: Temporada 4: Problemas con la reventa","8/1/15"
"Modern Family: Temporada 4: Los futuros Dunphy","8/1/15"
"Modern Family: Temporada 4: El factor guau","8/1/15"
"Modern Family: Temporada 4: Padrinos","8/1/15"
"Modern Family: Temporada 4: Día del peinado malo","8/1/15"
"Modern Family: Temporada 4: Descorazonado","8/1/15"
"Modern Family: Temporada 4: El fantasma de la ópera","8/1/15"
"Modern Family: Temporada 4: Fulgencio","8/1/15"
"Modern Family: Temporada 4: Fiesta frustrada","8/1/15"
"Modern Family: Temporada 4: Año Nuevo","8/1/15"
"Modern Family: Temporada 4: Diamante en bruto","8/1/15"
"Modern Family: Temporada 4: Cuando cae un árbol","8/1/15"
"Modern Family: Temporada 4: Cita misteriosa","8/1/15"
"Modern Family: Temporada 4: Arrestada","8/1/15"
"El señor de los Cielos: Temporada 1: Todo por venganza","8/1/15"
"Modern Family: Temporada 4: Venta de garaje","7/1/15"
"El señor de los Cielos: Temporada 1: Tentaciones peligrosas","7/1/15"
"Modern Family: Temporada 4: Casa del terror en exposición","7/1/15"
"Modern Family: Temporada 4: El escape del mayordomo","7/1/15"
"El señor de los Cielos: Temporada 1: Aquí tiene mi renuncia","7/1/15"
"Modern Family: Temporada 4: Corte","7/1/15"
"Modern Family: Temporada 4: Lecciones","7/1/15"
"Modern Family: Temporada 4: Resistencia","7/1/15"
"El señor de los Cielos: Temporada 1: Fuera del negocio","7/1/15"
"Modern Family: Temporada 3: Bebé en camino","7/1/15"
"Modern Family: Temporada 3: Mesa viviente","7/1/15"
"Modern Family: Temporada 3: Disneylandia","7/1/15"
"Modern Family: Temporada 3: Aviones, trenes y autos","7/1/15"
"Modern Family: Temporada 3: El último Walt","7/1/15"
"Modern Family: Temporada 3: Día de elecciones","7/1/15"
"Modern Family: Temporada 3: Manden a los payasos","7/1/15"
"Modern Family: Temporada 3: Superdía","7/1/15"
"Modern Family: Temporada 3: Territorio virgen","7/1/15"
"Modern Family: Temporada 3: Tía mami","7/1/15"
"Modern Family: Temporada 3: ¿Yo, celoso?","7/1/15"
"Modern Family: Temporada 3: Pequeña pastorcensura","7/1/15"
"Modern Family: Temporada 3: El proyecto escolar","7/1/15"
"Modern Family: Temporada 3: Provisión vitalicia","7/1/15"
"Modern Family: Temporada 3: Navidad exprés","7/1/15"
"Modern Family: Temporada 3: Calabaza lanzada","7/1/15"
"Modern Family: Temporada 3: Después del incendio","7/1/15"
"Modern Family: Temporada 3: La casa del árbol","7/1/15"
"Modern Family: Temporada 3: ¡Vamos, Bullfrogs!","6/1/15"
"Modern Family: Temporada 3: Choque y huida","6/1/15"
"Modern Family: Temporada 3: Puerta a puerta","6/1/15"
"Modern Family: Temporada 3: Phil en la cuerda floja","6/1/15"
"Modern Family: Temporada 3: Cuando los chicos buenos se hacen malos","6/1/15"
"Modern Family: Temporada 3: Rancho de turistas","6/1/15"
"Modern Family: Temporada 2: El que se alejó","6/1/15"
"Modern Family: Temporada 2: Te veo el próximo otoño","6/1/15"
"Modern Family: Temporada 2: Policía bueno, policía malo","6/1/15"
"El señor de los Cielos: Temporada 1: En los titulares","6/1/15"
"El señor de los Cielos: Temporada 1: La foto de Casillas","6/1/15"
"Modern Family: Temporada 2: Día de las Madres","6/1/15"
"Modern Family: Temporada 2: Alguien que cuide a Lily","6/1/15"
"Modern Family: Temporada 2: El hombre musical","6/1/15"
"Modern Family: Temporada 2: Noche de hombres","6/1/15"
"Modern Family: Temporada 2: Dos monos y un panda","6/1/15"
"Modern Family: Temporada 2: Arrepentimientos","6/1/15"
"Modern Family: Temporada 2: La fiesta de la princesa","6/1/15"
